h,l,o,c,v,t
609.49,600.8,608.0,601.11,167367,2021-02-11 17:00:00+00:00
605.43,599.5,600.99,605.4,130255,2021-02-11 17:30:00+00:00
608.66,602.75,605.17,608.35,96746,2021-02-11 18:00:00+00:00
610.81,607.51,608.37,608.72,122748,2021-02-11 18:30:00+00:00
608.72,604.05,608.72,605.96,113265,2021-02-11 19:00:00+00:00
607.54,604.77,606.0,605.76,105536,2021-02-11 19:30:00+00:00
608.9,604.74,605.75,607.6,119004,2021-02-11 20:00:00+00:00
610.58,606.18,607.6,610.21,268925,2021-02-11 20:30:00+00:00
613.16,609.9,610.03,611.28,257096,2021-02-11 21:00:00+00:00
612.5,611.1,611.6,611.1,991,2021-02-11 21:30:00+00:00
611.5,610.38,611.1,610.94,265,2021-02-11 22:00:00+00:00
611.0,610.35,610.6,610.9,398,2021-02-11 22:30:00+00:00
611.5,610.26,610.45,611.34,535,2021-02-12 07:00:00+00:00
611.42,608.19,611.32,609.38,802,2021-02-12 07:30:00+00:00
610.0,608.0,608.19,609.9,325,2021-02-12 08:00:00+00:00
609.9,608.5,609.9,608.5,249,2021-02-12 08:30:00+00:00
610.5,608.11,608.5,610.39,217,2021-02-12 09:00:00+00:00
610.91,609.51,610.4,610.79,420,2021-02-12 09:30:00+00:00
612.83,610.48,610.48,611.43,381,2021-02-12 10:00:00+00:00
612.28,611.24,611.42,612.0,243,2021-02-12 10:30:00+00:00
612.0,610.66,611.49,611.28,193,2021-02-12 11:00:00+00:00
611.96,610.96,611.5,610.97,167,2021-02-12 11:30:00+00:00
612.7,610.97,611.19,612.4,376,2021-02-12 12:00:00+00:00
612.63,609.23,612.4,609.54,8880,2021-02-12 12:30:00+00:00
610.19,608.25,609.69,608.62,6536,2021-02-12 13:00:00+00:00
610.03,608.11,608.64,609.21,4589,2021-02-12 13:30:00+00:00
609.7,602.22,609.21,602.22,8265,2021-02-12 14:00:00+00:00
605.7,598.83,602.22,604.28,415231,2021-02-12 14:30:00+00:00
609.76,602.34,604.07,607.16,172449,2021-02-12 15:00:00+00:00
611.62,605.0,607.25,609.91,170961,2021-02-12 15:30:00+00:00
610.8,607.44,609.78,610.21,82723,2021-02-12 16:00:00+00:00
610.8,608.0,610.43,609.13,39504,2021-02-12 16:30:00+00:00
610.65,608.92,609.11,610.41,41173,2021-02-12 17:00:00+00:00
610.25,600.81,610.21,604.58,163064,2021-02-12 17:30:00+00:00
605.8,598.62,604.65,599.82,136707,2021-02-12 18:00:00+00:00
601.75,596.52,599.93,597.8,100762,2021-02-12 18:30:00+00:00
598.42,594.0,597.61,595.04,124773,2021-02-12 19:00:00+00:00
597.6,591.0,594.95,595.66,182372,2021-02-12 19:30:00+00:00
599.44,595.3,595.69,598.85,94671,2021-02-12 20:00:00+00:00
599.9,596.48,598.92,598.68,260186,2021-02-12 20:30:00+00:00
599.42,597.15,598.45,597.24,261118,2021-02-12 21:00:00+00:00
598.0,596.01,597.24,596.85,1888,2021-02-12 21:30:00+00:00
598.0,596.03,596.55,597.59,971,2021-02-12 22:00:00+00:00
599.44,597.4,597.41,598.97,1245,2021-02-12 22:30:00+00:00
610.0,600.0,600.0,605.91,1144,2021-02-16 07:00:00+00:00
606.9,605.9,606.86,606.01,151,2021-02-16 07:30:00+00:00
607.01,606.0,606.69,606.4,209,2021-02-16 08:00:00+00:00
606.84,604.23,606.2,605.59,192,2021-02-16 08:30:00+00:00
606.52,601.07,605.51,602.62,773,2021-02-16 09:00:00+00:00
603.85,602.39,602.62,603.78,157,2021-02-16 09:30:00+00:00
604.36,603.17,603.74,603.68,211,2021-02-16 10:00:00+00:00
604.86,603.17,603.67,604.79,379,2021-02-16 10:30:00+00:00
606.22,603.19,604.82,603.5,167,2021-02-16 11:00:00+00:00
604.58,603.16,603.21,604.3,68,2021-02-16 11:30:00+00:00
605.74,604.02,604.14,604.39,142,2021-02-16 12:00:00+00:00
606.39,604.96,605.0,606.25,2392,2021-02-16 12:30:00+00:00
606.29,604.54,606.16,604.9,5025,2021-02-16 13:00:00+00:00
605.0,603.64,604.64,603.9,3746,2021-02-16 13:30:00+00:00
603.9,601.52,603.75,602.67,7296,2021-02-16 14:00:00+00:00
607.34,598.0,602.57,605.0,417614,2021-02-16 14:30:00+00:00
609.66,604.07,605.33,609.5,153886,2021-02-16 15:00:00+00:00
610.88,606.32,609.46,608.62,134872,2021-02-16 15:30:00+00:00
609.25,604.62,608.62,605.15,116655,2021-02-16 16:00:00+00:00
606.94,601.64,604.86,602.39,86520,2021-02-16 16:30:00+00:00
605.24,600.67,602.11,604.98,88346,2021-02-16 17:00:00+00:00
607.35,603.14,604.73,606.99,62578,2021-02-16 17:30:00+00:00
613.28,606.66,606.92,612.15,142543,2021-02-16 18:00:00+00:00
613.71,609.59,612.32,610.35,82399,2021-02-16 18:30:00+00:00
613.75,610.42,610.57,613.71,98606,2021-02-16 19:00:00+00:00
614.9,612.44,613.8,614.5,96681,2021-02-16 19:30:00+00:00
614.59,611.54,614.49,611.92,91534,2021-02-16 20:00:00+00:00
613.77,611.2,611.89,613.21,203205,2021-02-16 20:30:00+00:00
613.78,612.2,613.21,612.95,274670,2021-02-16 21:00:00+00:00
613.0,611.5,612.42,612.48,533,2021-02-16 21:30:00+00:00
613.21,611.6,612.25,613.2,1205,2021-02-16 22:00:00+00:00
613.2,612.2,613.2,613.0,583,2021-02-16 22:30:00+00:00
613.99,611.06,612.3,613.74,477,2021-02-17 07:00:00+00:00
613.66,613.0,613.5,613.55,192,2021-02-17 07:30:00+00:00
613.61,611.08,613.55,611.08,287,2021-02-17 08:00:00+00:00
611.88,609.27,611.08,611.88,415,2021-02-17 08:30:00+00:00
612.16,609.66,610.94,611.19,109,2021-02-17 09:00:00+00:00
611.6,610.09,610.85,610.87,71,2021-02-17 09:30:00+00:00
611.5,610.0,610.89,611.5,98,2021-02-17 10:00:00+00:00
612.24,610.42,611.5,611.91,108,2021-02-17 10:30:00+00:00
612.05,611.0,612.0,611.0,48,2021-02-17 11:00:00+00:00
611.8,611.0,611.0,611.18,63,2021-02-17 11:30:00+00:00
612.55,610.52,611.11,610.52,247,2021-02-17 12:00:00+00:00
612.27,610.52,611.48,611.88,518,2021-02-17 12:30:00+00:00
612.21,608.22,611.88,609.0,1733,2021-02-17 13:00:00+00:00
609.8,605.7,608.8,605.85,6945,2021-02-17 13:30:00+00:00
606.6,604.0,606.09,606.56,5386,2021-02-17 14:00:00+00:00
608.78,598.25,606.7,603.25,334887,2021-02-17 14:30:00+00:00
604.49,595.85,603.23,597.14,199942,2021-02-17 15:00:00+00:00
599.18,594.07,597.02,599.08,164001,2021-02-17 15:30:00+00:00
599.56,591.6,599.02,594.1,159377,2021-02-17 16:00:00+00:00
596.19,591.24,593.98,594.3,131897,2021-02-17 16:30:00+00:00
597.36,594.21,594.21,596.89,63373,2021-02-17 17:00:00+00:00
598.73,596.34,596.93,596.7,52609,2021-02-17 17:30:00+00:00
601.09,596.62,596.95,600.29,70322,2021-02-17 18:00:00+00:00
600.41,596.63,600.19,597.55,47317,2021-02-17 18:30:00+00:00
599.68,595.0,597.52,595.22,58616,2021-02-17 19:00:00+00:00
596.08,593.55,595.21,595.11,80499,2021-02-17 19:30:00+00:00
597.78,595.17,595.17,597.56,61831,2021-02-17 20:00:00+00:00
598.79,595.14,597.59,596.24,168520,2021-02-17 20:30:00+00:00
597.0,595.16,596.09,596.0,246740,2021-02-17 21:00:00+00:00
597.75,595.9,595.9,597.42,256,2021-02-17 21:30:00+00:00
597.47,597.0,597.39,597.0,706,2021-02-17 22:00:00+00:00
597.0,596.2,597.0,596.2,23,2021-02-17 22:30:00+00:00
596.08,594.05,595.73,595.0,447,2021-02-18 07:00:00+00:00
596.0,594.0,595.0,594.88,198,2021-02-18 07:30:00+00:00
594.88,593.5,594.88,594.54,193,2021-02-18 08:00:00+00:00
595.6,593.81,594.54,595.6,115,2021-02-18 08:30:00+00:00
597.65,591.4,595.88,592.57,749,2021-02-18 09:00:00+00:00
594.59,592.4,592.51,594.01,278,2021-02-18 09:30:00+00:00
594.36,591.0,594.29,591.17,744,2021-02-18 10:00:00+00:00
591.17,587.12,591.01,587.99,969,2021-02-18 10:30:00+00:00
588.45,585.65,587.82,587.5,517,2021-02-18 11:00:00+00:00
588.9,587.08,588.15,588.6,249,2021-02-18 11:30:00+00:00
592.78,588.76,588.76,591.3,478,2021-02-18 12:00:00+00:00
591.9,589.3,591.55,590.94,1364,2021-02-18 12:30:00+00:00
591.05,590.0,590.76,590.43,3387,2021-02-18 13:00:00+00:00
591.07,587.8,590.43,588.07,5198,2021-02-18 13:30:00+00:00
590.0,586.77,588.72,588.8,12309,2021-02-18 14:00:00+00:00
594.75,585.0,588.88,592.73,331719,2021-02-18 14:30:00+00:00
593.35,584.42,592.73,586.18,152674,2021-02-18 15:00:00+00:00
588.7,583.12,586.09,587.26,154275,2021-02-18 15:30:00+00:00
589.77,585.01,587.43,587.94,71721,2021-02-18 16:00:00+00:00
589.12,585.1,587.99,585.78,49045,2021-02-18 16:30:00+00:00
587.35,583.6,585.71,587.03,56340,2021-02-18 17:00:00+00:00
587.28,585.42,587.03,586.72,30032,2021-02-18 17:30:00+00:00
590.14,585.28,586.74,589.28,62012,2021-02-18 18:00:00+00:00
590.62,588.12,589.27,589.4,47880,2021-02-18 18:30:00+00:00
591.5,588.86,589.52,589.62,46838,2021-02-18 19:00:00+00:00
591.1,587.94,589.51,590.79,60639,2021-02-18 19:30:00+00:00
592.08,590.43,590.67,591.21,67297,2021-02-18 20:00:00+00:00
594.86,591.15,591.2,593.0,205023,2021-02-18 20:30:00+00:00
594.2,592.03,593.16,592.77,427222,2021-02-18 21:00:00+00:00
593.6,592.25,592.25,593.0,827,2021-02-18 21:30:00+00:00
594.0,593.0,593.0,593.5,331,2021-02-18 22:00:00+00:00
594.0,593.57,593.62,593.57,147,2021-02-18 22:30:00+00:00
592.67,590.86,591.72,592.0,129,2021-02-19 07:00:00+00:00
593.84,591.11,592.0,592.8,72,2021-02-19 07:30:00+00:00
596.24,592.65,592.65,595.99,327,2021-02-19 08:00:00+00:00
596.02,594.21,595.78,596.0,215,2021-02-19 08:30:00+00:00
599.75,594.93,595.99,598.5,496,2021-02-19 09:00:00+00:00
599.55,598.24,598.48,598.86,350,2021-02-19 09:30:00+00:00
599.18,598.22,598.44,599.0,197,2021-02-19 10:00:00+00:00
599.7,598.7,599.29,599.67,221,2021-02-19 10:30:00+00:00
599.61,598.78,599.36,599.59,134,2021-02-19 11:00:00+00:00
599.6,598.15,599.6,598.16,251,2021-02-19 11:30:00+00:00
598.88,598.01,598.88,598.29,156,2021-02-19 12:00:00+00:00
600.44,598.28,598.29,600.0,1164,2021-02-19 12:30:00+00:00
601.98,599.87,600.39,600.93,3601,2021-02-19 13:00:00+00:00
602.99,600.51,601.0,601.73,4146,2021-02-19 13:30:00+00:00
601.89,599.77,601.73,600.47,7786,2021-02-19 14:00:00+00:00
604.39,597.52,600.71,598.75,442759,2021-02-19 14:30:00+00:00
600.92,598.3,598.93,599.3,125066,2021-02-19 15:00:00+00:00
603.81,597.96,599.2,602.8,107303,2021-02-19 15:30:00+00:00
607.07,602.68,602.78,605.77,147969,2021-02-19 16:00:00+00:00
606.72,604.09,605.74,604.8,75068,2021-02-19 16:30:00+00:00
605.32,599.62,604.69,600.0,88160,2021-02-19 17:00:00+00:00
600.44,594.45,599.86,597.32,145511,2021-02-19 17:30:00+00:00
597.58,593.88,597.17,597.51,68627,2021-02-19 18:00:00+00:00
598.75,595.33,597.44,597.05,49193,2021-02-19 18:30:00+00:00
598.24,594.42,597.22,594.7,46492,2021-02-19 19:00:00+00:00
597.72,593.9,594.87,597.69,68295,2021-02-19 19:30:00+00:00
598.35,596.13,597.57,596.9,84745,2021-02-19 20:00:00+00:00
597.67,595.51,596.98,597.2,241825,2021-02-19 20:30:00+00:00
597.5,596.26,597.06,596.31,333220,2021-02-19 21:00:00+00:00
597.0,596.3,596.31,596.79,694,2021-02-19 21:30:00+00:00
596.99,596.0,596.79,596.87,473,2021-02-19 22:00:00+00:00
596.84,596.4,596.4,596.4,55,2021-02-19 22:30:00+00:00
606.86,592.04,595.62,592.04,773,2021-02-22 07:00:00+00:00
594.82,592.04,592.04,592.94,236,2021-02-22 07:30:00+00:00
594.81,591.1,593.1,591.1,346,2021-02-22 08:00:00+00:00
591.1,586.61,591.1,589.99,578,2021-02-22 08:30:00+00:00
590.0,586.6,589.99,588.21,336,2021-02-22 09:00:00+00:00
588.96,587.58,588.32,588.86,184,2021-02-22 09:30:00+00:00
590.31,588.87,588.97,589.29,283,2021-02-22 10:00:00+00:00
589.54,588.34,589.42,588.72,89,2021-02-22 10:30:00+00:00
589.91,588.61,588.72,589.0,225,2021-02-22 11:00:00+00:00
589.32,587.3,588.7,588.05,370,2021-02-22 11:30:00+00:00
592.24,588.05,588.05,591.44,164,2021-02-22 12:00:00+00:00
591.34,588.67,591.34,588.71,2582,2021-02-22 12:30:00+00:00
589.05,587.21,588.56,588.11,3883,2021-02-22 13:00:00+00:00
591.99,588.25,588.33,590.78,6119,2021-02-22 13:30:00+00:00
591.19,587.7,590.99,590.98,13480,2021-02-22 14:00:00+00:00
605.24,590.37,591.0,601.75,458961,2021-02-22 14:30:00+00:00
604.48,597.66,601.61,598.81,139087,2021-02-22 15:00:00+00:00
599.34,591.13,598.84,591.69,148812,2021-02-22 15:30:00+00:00
594.34,590.33,591.7,593.31,106703,2021-02-22 16:00:00+00:00
593.87,590.01,593.1,591.44,75984,2021-02-22 16:30:00+00:00
591.95,588.5,591.31,589.55,86615,2021-02-22 17:00:00+00:00
594.87,588.3,589.42,592.59,107041,2021-02-22 17:30:00+00:00
592.8,590.0,592.54,590.84,70398,2021-02-22 18:00:00+00:00
592.97,589.77,590.78,590.53,73654,2021-02-22 18:30:00+00:00
592.59,589.78,590.44,590.0,56368,2021-02-22 19:00:00+00:00
590.76,586.67,590.03,587.89,78027,2021-02-22 19:30:00+00:00
587.9,576.41,587.9,576.51,188981,2021-02-22 20:00:00+00:00
578.5,573.16,576.52,574.23,451040,2021-02-22 20:30:00+00:00
576.0,573.6,574.23,574.85,522644,2021-02-22 21:00:00+00:00
575.86,574.5,574.7,575.0,8301,2021-02-22 21:30:00+00:00
575.0,574.59,574.95,575.0,2613,2021-02-22 22:00:00+00:00
575.3,574.85,575.0,575.0,1672,2021-02-22 22:30:00+00:00
582.0,572.66,574.5,578.27,890,2021-02-23 07:00:00+00:00
579.67,577.4,578.26,579.58,207,2021-02-23 07:30:00+00:00
579.76,576.17,579.76,576.99,543,2021-02-23 08:00:00+00:00
576.99,572.51,576.99,575.29,854,2021-02-23 08:30:00+00:00
575.12,566.19,575.12,566.19,1274,2021-02-23 09:00:00+00:00
569.25,566.26,566.5,567.06,1103,2021-02-23 09:30:00+00:00
567.16,558.16,567.06,558.85,1883,2021-02-23 10:00:00+00:00
559.84,554.0,558.97,558.14,1747,2021-02-23 10:30:00+00:00
563.99,557.12,558.14,563.34,959,2021-02-23 11:00:00+00:00
563.0,560.04,562.71,563.0,380,2021-02-23 11:30:00+00:00
567.31,563.51,564.0,564.5,821,2021-02-23 12:00:00+00:00
565.42,560.5,564.39,561.57,9488,2021-02-23 12:30:00+00:00
569.22,559.2,561.48,566.44,16251,2021-02-23 13:00:00+00:00
566.44,562.0,566.3,565.17,8483,2021-02-23 13:30:00+00:00
565.17,561.55,564.49,563.18,14007,2021-02-23 14:00:00+00:00
563.29,535.58,563.18,549.51,728100,2021-02-23 14:30:00+00:00
556.61,545.17,549.4,555.35,307982,2021-02-23 15:00:00+00:00
560.57,550.26,555.21,558.21,200321,2021-02-23 15:30:00+00:00
563.45,555.94,557.83,557.49,163294,2021-02-23 16:00:00+00:00
559.91,552.14,557.59,552.22,124566,2021-02-23 16:30:00+00:00
553.71,547.68,552.19,553.62,114925,2021-02-23 17:00:00+00:00
554.25,546.08,553.31,546.72,120706,2021-02-23 17:30:00+00:00
555.3,545.61,546.89,554.95,81550,2021-02-23 18:00:00+00:00
555.82,551.81,554.73,554.94,70583,2021-02-23 18:30:00+00:00
558.4,553.58,554.68,557.87,96971,2021-02-23 19:00:00+00:00
561.16,554.15,557.87,560.88,81192,2021-02-23 19:30:00+00:00
568.24,559.68,560.85,568.2,133737,2021-02-23 20:00:00+00:00
569.55,564.29,568.25,565.59,279094,2021-02-23 20:30:00+00:00
566.5,561.48,565.68,565.38,375353,2021-02-23 21:00:00+00:00
565.68,564.0,565.4,564.88,1340,2021-02-23 21:30:00+00:00
565.0,564.0,564.88,565.0,539,2021-02-23 22:00:00+00:00
564.94,564.02,564.5,564.06,120,2021-02-23 22:30:00+00:00
575.09,561.13,572.6,564.62,726,2021-02-24 07:00:00+00:00
569.15,565.0,566.0,568.13,290,2021-02-24 07:30:00+00:00
569.99,566.01,567.78,569.98,621,2021-02-24 08:00:00+00:00
569.99,568.7,569.99,569.99,782,2021-02-24 08:30:00+00:00
569.99,567.0,569.99,568.88,663,2021-02-24 09:00:00+00:00
569.99,568.88,568.88,569.7,1105,2021-02-24 09:30:00+00:00
569.99,569.06,569.51,569.5,574,2021-02-24 10:00:00+00:00
571.61,569.53,569.72,571.04,1259,2021-02-24 10:30:00+00:00
571.25,568.46,571.18,569.16,699,2021-02-24 11:00:00+00:00
569.84,566.16,569.77,568.09,631,2021-02-24 11:30:00+00:00
573.68,567.8,568.61,573.67,423,2021-02-24 12:00:00+00:00
574.34,571.66,573.24,573.8,4564,2021-02-24 12:30:00+00:00
575.62,570.5,574.0,573.55,11969,2021-02-24 13:00:00+00:00
573.7,561.77,573.37,564.0,14620,2021-02-24 13:30:00+00:00
566.72,560.11,563.2,564.9,11627,2021-02-24 14:00:00+00:00
567.78,554.68,564.91,557.9,341813,2021-02-24 14:30:00+00:00
559.04,550.24,557.5,557.92,178989,2021-02-24 15:00:00+00:00
561.19,555.62,557.71,559.85,95760,2021-02-24 15:30:00+00:00
564.39,558.47,559.76,563.21,102791,2021-02-24 16:00:00+00:00
564.78,560.21,563.41,562.17,88267,2021-02-24 16:30:00+00:00
568.3,562.25,562.25,567.77,98813,2021-02-24 17:00:00+00:00
573.05,567.56,567.77,569.49,163636,2021-02-24 17:30:00+00:00
573.33,566.69,569.49,570.2,122823,2021-02-24 18:00:00+00:00
575.68,570.0,570.28,574.67,126575,2021-02-24 18:30:00+00:00
576.8,571.81,574.71,576.33,130089,2021-02-24 19:00:00+00:00
579.58,574.82,576.26,574.88,172025,2021-02-24 19:30:00+00:00
576.63,573.38,574.88,576.04,140473,2021-02-24 20:00:00+00:00
580.25,575.3,576.04,580.1,442406,2021-02-24 20:30:00+00:00
595.0,575.0,579.96,594.0,532344,2021-02-24 21:00:00+00:00
599.58,589.0,594.0,594.2,74337,2021-02-24 21:30:00+00:00
594.37,558.01,594.2,566.9,77629,2021-02-24 22:00:00+00:00
573.99,562.0,566.85,566.5,46050,2021-02-24 22:30:00+00:00
578.0,563.4,572.38,575.11,3043,2021-02-25 07:00:00+00:00
575.76,573.04,575.76,574.58,1178,2021-02-25 07:30:00+00:00
577.0,572.47,574.58,574.5,1006,2021-02-25 08:00:00+00:00
576.22,572.6,574.5,572.6,726,2021-02-25 08:30:00+00:00
573.1,566.32,573.09,567.5,2516,2021-02-25 09:00:00+00:00
568.88,567.51,567.79,568.76,224,2021-02-25 09:30:00+00:00
569.74,567.8,567.87,569.74,211,2021-02-25 10:00:00+00:00
570.37,569.4,569.89,569.4,232,2021-02-25 10:30:00+00:00
569.99,566.0,569.85,567.2,735,2021-02-25 11:00:00+00:00
567.99,564.0,566.3,565.28,1257,2021-02-25 11:30:00+00:00
568.79,563.0,565.25,567.83,1144,2021-02-25 12:00:00+00:00
567.48,561.9,567.1,564.32,7197,2021-02-25 12:30:00+00:00
564.22,558.56,564.22,559.42,30653,2021-02-25 13:00:00+00:00
565.01,559.0,559.57,563.7,34507,2021-02-25 13:30:00+00:00
565.0,560.25,563.48,561.89,71525,2021-02-25 14:00:00+00:00
574.99,561.1,561.89,564.15,707129,2021-02-25 14:30:00+00:00
565.53,556.48,564.48,561.55,393414,2021-02-25 15:00:00+00:00
562.2,554.17,561.31,557.75,278413,2021-02-25 15:30:00+00:00
558.76,551.85,557.81,554.45,223948,2021-02-25 16:00:00+00:00
554.34,547.2,554.34,548.75,259913,2021-02-25 16:30:00+00:00
548.88,541.0,548.88,541.5,293065,2021-02-25 17:00:00+00:00
543.89,535.0,541.41,536.03,269929,2021-02-25 17:30:00+00:00
539.55,534.2,536.5,538.35,284792,2021-02-25 18:00:00+00:00
538.74,530.77,538.14,536.46,309957,2021-02-25 18:30:00+00:00
543.38,535.0,536.13,541.58,235574,2021-02-25 19:00:00+00:00
541.55,535.69,541.54,535.83,147040,2021-02-25 19:30:00+00:00
536.95,530.5,535.81,531.62,247518,2021-02-25 20:00:00+00:00
537.15,528.66,531.46,532.3,729350,2021-02-25 20:30:00+00:00
538.05,531.28,532.3,533.52,614751,2021-02-25 21:00:00+00:00
535.0,530.61,533.5,531.7,4043,2021-02-25 21:30:00+00:00
532.4,530.5,531.7,531.1,2034,2021-02-25 22:00:00+00:00
531.45,530.43,531.1,531.05,1423,2021-02-25 22:30:00+00:00
533.43,520.0,531.0,532.0,2390,2021-02-26 07:00:00+00:00
533.42,529.45,532.3,531.89,538,2021-02-26 07:30:00+00:00
536.9,532.0,532.0,536.89,963,2021-02-26 08:00:00+00:00
546.83,536.03,536.89,540.0,2796,2021-02-26 08:30:00+00:00
541.99,539.04,540.14,541.2,973,2021-02-26 09:00:00+00:00
543.0,539.2,541.14,542.51,691,2021-02-26 09:30:00+00:00
542.9,539.31,542.4,540.04,859,2021-02-26 10:00:00+00:00
540.59,538.05,540.59,538.2,1351,2021-02-26 10:30:00+00:00
539.51,536.17,538.19,536.38,683,2021-02-26 11:00:00+00:00
536.38,532.0,536.02,535.0,1255,2021-02-26 11:30:00+00:00
542.65,535.84,535.84,541.01,1444,2021-02-26 12:00:00+00:00
544.91,540.56,540.56,542.8,8042,2021-02-26 12:30:00+00:00
544.66,540.6,542.49,542.99,10116,2021-02-26 13:00:00+00:00
549.14,542.86,542.89,548.23,21946,2021-02-26 13:30:00+00:00
554.22,545.28,548.02,550.93,39804,2021-02-26 14:00:00+00:00
552.5,540.68,550.32,544.32,604615,2021-02-26 14:30:00+00:00
546.8,535.35,544.26,536.45,297507,2021-02-26 15:00:00+00:00
546.34,534.45,536.42,545.04,211248,2021-02-26 15:30:00+00:00
548.98,542.02,544.84,546.47,128189,2021-02-26 16:00:00+00:00
550.5,544.57,545.99,547.39,141135,2021-02-26 16:30:00+00:00
552.04,544.44,547.76,551.35,147582,2021-02-26 17:00:00+00:00
553.3,548.65,551.4,549.39,127662,2021-02-26 17:30:00+00:00
553.32,547.57,549.42,552.73,121390,2021-02-26 18:00:00+00:00
553.15,548.77,552.9,549.42,116576,2021-02-26 18:30:00+00:00
550.13,545.15,549.3,547.45,108172,2021-02-26 19:00:00+00:00
550.0,546.86,547.58,549.11,76303,2021-02-26 19:30:00+00:00
551.83,548.2,549.22,548.43,120636,2021-02-26 20:00:00+00:00
554.18,548.12,548.44,548.2,451973,2021-02-26 20:30:00+00:00
549.87,545.11,548.58,548.0,818970,2021-02-26 21:00:00+00:00
548.58,547.15,548.28,547.5,1555,2021-02-26 21:30:00+00:00
547.74,545.1,547.74,547.37,2947,2021-02-26 22:00:00+00:00
547.5,546.99,547.01,547.48,229,2021-02-26 22:30:00+00:00
557.95,550.0,557.95,557.0,303,2021-03-01 04:00:00+00:00
557.0,553.0,556.9,553.0,180,2021-03-01 04:30:00+00:00
555.71,552.11,553.0,555.71,122,2021-03-01 05:00:00+00:00
555.99,552.61,555.7,555.99,143,2021-03-01 05:30:00+00:00
557.46,555.0,555.01,557.46,227,2021-03-01 06:00:00+00:00
559.0,556.3,557.46,559.0,494,2021-03-01 06:30:00+00:00
568.52,556.31,559.0,566.0,3016,2021-03-01 07:00:00+00:00
566.5,560.12,566.0,560.57,751,2021-03-01 07:30:00+00:00
562.67,558.4,560.56,562.19,804,2021-03-01 08:00:00+00:00
562.4,560.53,562.14,561.08,388,2021-03-01 08:30:00+00:00
561.07,557.35,561.07,557.44,1187,2021-03-01 09:00:00+00:00
559.0,557.35,557.4,558.06,972,2021-03-01 09:30:00+00:00
558.56,557.8,558.4,558.41,347,2021-03-01 10:00:00+00:00
558.49,557.15,558.41,557.15,218,2021-03-01 10:30:00+00:00
557.6,555.1,557.14,555.1,397,2021-03-01 11:00:00+00:00
556.93,555.1,555.1,556.78,401,2021-03-01 11:30:00+00:00
556.88,555.11,556.01,556.0,290,2021-03-01 12:00:00+00:00
555.99,555.34,555.75,555.7,4778,2021-03-01 12:30:00+00:00
556.33,553.82,555.65,554.83,4520,2021-03-01 13:00:00+00:00
555.65,552.55,554.5,554.87,5162,2021-03-01 13:30:00+00:00
556.86,554.67,555.39,555.21,5855,2021-03-01 14:00:00+00:00
557.14,544.41,555.21,547.55,521884,2021-03-01 14:30:00+00:00
548.17,542.36,547.71,545.02,305348,2021-03-01 15:00:00+00:00
548.07,543.18,545.11,546.31,142878,2021-03-01 15:30:00+00:00
549.7,544.99,546.31,549.16,144097,2021-03-01 16:00:00+00:00
552.53,548.71,549.15,550.56,122703,2021-03-01 16:30:00+00:00
550.94,543.69,550.77,547.08,142295,2021-03-01 17:00:00+00:00
548.5,545.62,547.0,546.21,69774,2021-03-01 17:30:00+00:00
547.5,544.88,546.38,546.99,105369,2021-03-01 18:00:00+00:00
547.21,545.31,546.96,546.28,54191,2021-03-01 18:30:00+00:00
550.09,545.8,546.16,547.67,96186,2021-03-01 19:00:00+00:00
550.49,547.78,547.86,549.21,67145,2021-03-01 19:30:00+00:00
551.09,548.25,549.36,549.51,90904,2021-03-01 20:00:00+00:00
554.18,549.0,549.49,553.55,417111,2021-03-01 20:30:00+00:00
554.04,552.13,553.67,553.86,514435,2021-03-01 21:00:00+00:00
554.94,553.2,553.74,553.2,3267,2021-03-01 21:30:00+00:00
554.0,552.52,553.92,553.44,766,2021-03-01 22:00:00+00:00
553.6,552.54,553.6,552.56,57,2021-03-01 22:30:00+00:00
553.0,546.0,546.0,549.99,202,2021-03-02 04:00:00+00:00
552.49,549.5,549.98,551.69,100,2021-03-02 04:30:00+00:00
551.45,550.23,550.58,550.52,97,2021-03-02 05:00:00+00:00
551.7,550.5,550.83,551.69,63,2021-03-02 05:30:00+00:00
552.38,550.0,551.5,552.38,59,2021-03-02 06:00:00+00:00
553.9,550.0,552.01,553.89,154,2021-03-02 06:30:00+00:00
554.89,552.61,553.63,553.77,792,2021-03-02 07:00:00+00:00
554.87,551.39,554.0,552.53,272,2021-03-02 07:30:00+00:00
553.5,550.11,551.45,552.51,358,2021-03-02 08:00:00+00:00
554.77,551.78,552.99,552.22,604,2021-03-02 08:30:00+00:00
552.87,548.7,552.87,549.86,683,2021-03-02 09:00:00+00:00
550.45,549.5,549.88,550.45,285,2021-03-02 09:30:00+00:00
550.58,549.35,550.53,550.42,210,2021-03-02 10:00:00+00:00
552.35,550.0,550.4,552.0,444,2021-03-02 10:30:00+00:00
552.0,551.32,552.0,551.32,185,2021-03-02 11:00:00+00:00
552.0,551.32,551.32,551.99,156,2021-03-02 11:30:00+00:00
553.0,551.91,552.0,552.99,397,2021-03-02 12:00:00+00:00
553.63,552.21,553.0,553.47,1267,2021-03-02 12:30:00+00:00
554.85,553.03,553.06,554.46,3626,2021-03-02 13:00:00+00:00
554.49,552.62,553.93,553.94,1848,2021-03-02 13:30:00+00:00
557.65,553.5,553.9,557.0,7603,2021-03-02 14:00:00+00:00
557.04,546.67,556.71,548.29,256534,2021-03-02 14:30:00+00:00
